1.028871, 0.675082
0.850673, 0.796503
2.595904, 0.964232
1.027863, 0.570489
0.677511, 0.441755
2.523911, 0.865108
1.441328, 0.529960
2.054506, 0.421369
1.913144, 0.693088
0.674062, 0.295846
2.654988, 0.718009
1.165624, 0.495376
0.295999, 0.226417
2.832301, 0.203772
1.881069, 0.758947
0.934111, 0.376995
2.458632, 0.273080
1.280007, 0.609223
0.658315, 0.192206
2.673452, 0.775353
1.949461, 0.455031
0.492264, 0.020173
1.185156, 0.613215
1.812037, 0.722983
0.481246, 0.742851
2.819483, 0.374065
1.750908, 0.726609
0.577837, 0.280068
2.131993, 0.447951
1.142338, 0.744163
0.618458, 0.160009
2.931394, 0.399335
1.238502, 0.689535
0.563585, 0.744682
1.157720, 0.613068
1.592181, 0.763366
1.286538, 0.686520
2.963897, 0.651784
1.193152, 0.575555
0.536821, 0.903348
2.826289, 0.479781
1.282907, 0.796106
0.794855, 0.270821
2.665395, 0.039125
1.670736, 0.696542
0.460982, 0.524766
1.632374, 0.711362
2.475631, 0.670248
1.863521, 0.436207
0.074374, 0.371532
2.502976, 0.232826
1.592151, 0.641389
0.594409, 0.169378
2.433302, 0.278115
1.524827, 0.747349
2.670797, 0.681204
1.710166, 0.762035
0.587848, 0.898648
2.904050, 0.529130
1.866237, 0.523612
0.844172, 0.469985
1.166234, 0.556536
0.586840, 0.463607
1.532273, 0.779638
0.671834, 0.757469
2.718772, 0.740287
1.779290, 0.556902
0.741722, 0.493027
2.245766, 0.250160
1.100955, 0.600458
0.309488, 0.757683
2.593646, 0.643330
1.024232, 0.473464
0.622761, 0.582080
2.287790, 0.678854
1.703299, 0.548271
1.902554, 0.700375
1.855586, 0.613459
0.678579, 0.184423
2.910764, 0.302225
1.009919, 0.784265
0.226264, 0.558031
2.231208, 0.543565
1.098514, 0.797717
2.626209, 0.499130
1.645192, 0.643745
0.919309, 0.653249
1.536699, 0.616816
0.478469, 0.368145
2.433729, 0.038453
1.303690, 0.527177
0.200354, 0.212806
2.391125, 0.124668
1.872036, 0.410266
0.158177, 0.137944
1.399396, 0.696188
0.919187, 0.751518
2.726768, 0.151341
1.025269, 0.745640
2.624928, 0.882900
1.559191, 0.422510
0.857479, 0.464675
2.446455, 0.084475
1.939177, 0.404688
0.555589, 0.125278
2.854946, 0.722373
1.333232, 0.485647
0.871914, 0.174413
2.407636, 0.880886
1.656911, 0.439369
0.894375, 0.357402
2.278451, 0.496323
1.665029, 0.758654
0.874905, 0.762200
2.610034, 0.108890
1.269662, 0.784509
0.426923, 0.722678
2.315348, 0.923215
1.965026, 0.669857
0.247078, 0.306192
2.658345, 0.936705
1.827357, 0.515250
2.562944, 0.040651
1.131504, 0.527848
0.775231, 0.642994
1.805536, 0.636494
2.136204, 0.559893
1.362499, 0.697165
0.709220, 0.571215
2.951842, 0.661611
1.223090, 0.491751
0.348766, 0.444472
2.689688, 0.175054
1.102390, 0.612311
0.031922, 0.417219
2.352367, 0.501938
1.003967, 0.679159
0.359355, 0.615528
2.214637, 0.546556
1.967132, 0.617560
0.535783, 0.180090
2.527360, 0.724693
1.676687, 0.761974
0.318766, 0.228401
2.205542, 0.176885
1.991607, 0.620051
1.005524, 0.661080
2.289224, 0.897916
1.043153, 0.543583
1.647267, 0.417103
0.486862, 0.787744
1.744865, 0.570855
0.269997, 0.726188
2.941954, 0.426038
1.426832, 0.409436
1.752068, 0.561272
0.339396, 0.554827
2.257698, 0.337321
1.326029, 0.719919
0.191076, 0.682638
2.402692, 0.585498
1.726524, 0.632221
0.651479, 0.646535
2.217109, 0.800287
1.778771, 0.528422
0.776025, 0.120334
2.596088, 0.233894
1.851436, 0.691049
0.447584, 0.138005
2.327616, 0.040101
1.366741, 0.628120
0.182165, 0.860103
2.242286, 0.478317
1.231147, 0.505277
0.775445, 0.473739
1.509293, 0.747642
0.206091, 0.728721
2.711844, 0.153966
1.019532, 0.498709
0.393536, 0.066988
2.408124, 0.692282
1.241096, 0.767833
2.748527, 0.327921
1.620472, 0.460732
1.671529, 0.720566
0.070345, 0.398450
2.176702, 0.551775
1.804437, 0.756407
0.663778, 0.050111
2.870357, 0.692038
1.219275, 0.657015
0.911954, 0.323801
2.415601, 0.694571
1.084811, 0.424830
0.697531, 0.555864
2.788141, 0.866298
1.216529, 0.473000
0.421339, 0.233650
1.197943, 0.753441
2.547014, 0.677938
1.975433, 0.778918
0.133610, 0.684378
1.030030, 0.715256
0.470931, 0.470779
