0.988769, 0.447584
0.547563, 0.591266
0.610370, 0.058779
0.826685, 0.792535
0.759728, 0.743889
0.884152, 0.346690
0.060976, 0.518113
0.129551, 0.498550
0.876064, 0.635640
0.635151, 0.933012
0.282388, 0.418928
0.214331, 0.435347
0.784051, 0.702322
0.555681, 0.166631
0.333842, 0.792535
0.154332, 0.499374
0.463454, 0.564714
0.638813, 0.790429
0.414991, 0.788446
0.899655, 0.710715
0.825526, 0.391247
0.800867, 0.239357
0.458632, 0.086550
0.699087, 0.167974
0.297922, 0.207678
0.350658, 0.492080
0.295816, 0.883694
0.573504, 0.291849
0.829432, 0.470412
0.291818, 0.578387
0.728782, 0.161260
0.485244, 0.902249
0.224281, 0.819849
0.537095, 0.957671
0.166326, 0.176214
0.448469, 0.014649
0.801660, 0.581011
0.530412, 0.194372
0.042421, 0.348918
0.265816, 0.341472
0.129032, 0.741691
0.379040, 0.422346
0.658864, 0.732353
0.015870, 0.594195
0.249855, 0.579363
0.796472, 0.742821
0.343760, 0.263405
0.334483, 0.896237
0.590838, 0.753807
0.865749, 0.203284
0.242347, 0.254738
0.474899, 0.604419
0.659993, 0.218848
0.691275, 0.349834
0.077822, 0.489212
0.849422, 0.344768
0.554247, 0.069033
0.904965, 0.326212
0.566149, 0.963652
0.652211, 0.875759
0.146580, 0.712638
0.461409, 0.948210
0.567400, 0.134526
0.668111, 0.334635
0.411664, 0.881649
0.231727, 0.295297
0.080935, 0.341411
0.568743, 0.778008
0.449721, 0.319437
0.900082, 0.432142
0.984252, 0.472335
0.306772, 0.211463
0.860836, 0.560228
0.806177, 0.676199
0.822260, 0.876827
0.451125, 0.365276
0.658254, 0.332621
0.122227, 0.330088
0.269967, 0.657826
0.677908, 0.148442
0.399792, 0.390576
0.482315, 0.619709
0.654653, 0.653493
0.511612, 0.376659
0.235206, 0.454726
0.356853, 0.460250
0.745567, 0.528306
0.488205, 0.511704
0.748833, 0.563341
0.695883, 0.608661
0.323405, 0.166906
0.852168, 0.415601
0.390515, 0.555589
0.034700, 0.443464
0.871639, 0.545213
0.386059, 0.571032
0.516160, 0.813166
0.127995, 0.256630
0.879025, 0.651265
0.586718, 0.702841
0.149052, 0.600299
0.347819, 0.937742
0.761864, 0.734062
0.305429, 0.161962
0.276193, 0.193915
0.223579, 0.594317
0.178777, 0.608356
0.451827, 0.981353
0.343364, 0.514603
0.402295, 0.515000
0.409467, 0.848170
0.206397, 0.486984
0.420728, 0.796564
0.687551, 0.593371
0.526231, 0.979308
0.757164, 0.836116
0.390515, 0.767083
0.662313, 0.038820
0.610187, 0.969359
0.443190, 0.664174
0.684561, 0.240944
0.216651, 0.362194
0.396741, 0.531510
0.138554, 0.342357
0.604572, 0.889676
0.443648, 0.963561
0.786798, 0.093997
0.580523, 0.015656
0.417646, 0.444380
0.470138, 0.327067
0.374737, 0.403180
0.222907, 0.290109
0.284402, 0.889187
0.714896, 0.080966
0.707968, 0.439894
0.539781, 0.450240
0.296884, 0.897519
0.550371, 0.098148
0.823847, 0.375042
0.530473, 0.156133
0.817682, 0.727195
0.507248, 0.023743
0.257027, 0.649739
0.371471, 0.474960
0.445967, 0.185949
0.729881, 0.669149
0.695425, 0.631062
0.285897, 0.912168
0.832667, 0.458052
0.567309, 0.345347
0.963195, 0.507370
0.310465, 0.800745
0.511673, 0.692618
0.131932, 0.597339
0.161046, 0.160039
0.883114, 0.682363
0.494186, 0.585589
0.763268, 0.276589
0.892056, 0.195959
0.483352, 0.573931
0.293100, 0.115513
0.350566, 0.112369
0.620380, 0.342692
